type,top,bottom,created_at,ob_bar,level,structure,quality_displacement,quality_large_bar,quality_fvg,quality_liquidity_sweep,quality_volume_expansion,quality,mitigated_at
SUPPLY,47990.0,46654.0,15,10,internal,BOS,False,True,False,True,True,3,4626
SUPPLY,47070.0,46110.0,28,26,internal,BOS,True,True,False,False,True,3,518
SUPPLY,42315.85,40917.66,46,40,internal,BOS,False,True,False,False,False,1,52
DEMAND,41740.53,40501.0,52,46,internal,CHoCH,False,True,False,True,True,3,120
SUPPLY,42786.7,41766.43,57,53,internal,CHoCH,False,True,False,True,True,3,64
DEMAND,42121.63,40564.89,64,58,internal,CHoCH,False,True,False,False,True,2,120
SUPPLY,44500.0,42871.01,76,75,internal,CHoCH,False,True,False,True,True,3,229
DEMAND,43347.42,41725.95,88,81,internal,CHoCH,False,True,False,True,True,3,105
SUPPLY,43800.0,43071.11,99,89,internal,CHoCH,False,False,False,True,True,2,225
DEMAND,41993.98,41548.0,117,113,internal,CHoCH,False,False,False,False,False,0,119
SUPPLY,43505.0,42805.0,119,118,internal,CHoCH,True,False,False,True,True,3,225
DEMAND,35501.96,34243.38,137,130,internal,CHoCH,False,True,False,False,False,1,140
SUPPLY,36251.5,35160.51,140,138,internal,CHoCH,False,True,False,False,True,2,143
DEMAND,34388.38,32917.17,143,141,internal,CHoCH,True,True,False,True,True,4,771
DEMAND,36496.62,35701.0,152,145,internal,BOS,False,False,False,False,False,0,324
SUPPLY,38919.98,37311.58,156,154,internal,CHoCH,False,True,False,True,True,3,207
DEMAND,37080.0,35507.01,167,156,internal,CHoCH,False,True,False,True,True,3,324
SUPPLY,38720.74,37816.21,180,173,internal,CHoCH,False,True,False,True,False,2,207
DEMAND,37951.07,36632.61,184,180,internal,CHoCH,False,True,False,True,True,3,202
SUPPLY,39265.2,38341.06,195,190,internal,CHoCH,False,True,False,True,True,3,207
DEMAND,36976.89,36250.0,205,201,internal,CHoCH,False,False,False,True,False,1,324
DEMAND,41854.81,40843.01,221,214,internal,BOS,False,True,False,False,False,1,287
DEMAND,43685.2,42666.0,243,232,internal,BOS,False,True,False,False,True,2,251
SUPPLY,45821.0,44341.07,250,244,internal,CHoCH,False,True,False,True,True,3,515
DEMAND,42180.04,41550.56,270,264,internal,CHoCH,False,False,False,True,False,1,286
SUPPLY,44751.4,43941.28,279,275,internal,CHoCH,False,False,False,True,True,2,513
SUPPLY,40444.32,40060.88,301,295,internal,BOS,False,False,False,False,False,0,351
SUPPLY,39494.35,38909.26,308,307,internal,BOS,True,False,False,False,True,2,351
DEMAND,37468.35,36350.0,320,312,internal,CHoCH,False,True,False,True,True,3,324
SUPPLY,39249.93,38450.0,323,321,internal,CHoCH,True,False,False,True,False,2,333
DEMAND,35515.83,34322.28,329,325,internal,CHoCH,True,True,False,True,True,4,767
SUPPLY,40348.45,39076.14,346,336,internal,CHoCH,False,True,False,True,False,2,351
DEMAND,38299.39,37000.0,351,347,internal,CHoCH,False,True,False,True,True,3,747
SUPPLY,44750.0,43819.97,369,360,internal,CHoCH,False,True,False,False,False,1,513
SUPPLY,39693.87,39275.0,386,384,internal,BOS,False,False,False,False,False,0,402
DEMAND,38517.82,37155.0,402,395,internal,CHoCH,False,True,False,True,True,3,747
SUPPLY,39486.71,38930.71,431,424,internal,CHoCH,False,False,False,False,False,0,437
DEMAND,38357.75,37555.0,437,432,internal,CHoCH,False,False,False,True,False,1,747
DEMAND,38990.61,38098.33,446,439,internal,BOS,False,False,False,False,False,0,719
DEMAND,40750.0,40135.04,460,458,internal,BOS,False,False,False,False,False,0,604
SUPPLY,42400.0,41715.43,471,467,internal,CHoCH,False,False,False,True,False,1,482
DEMAND,41451.51,40467.94,480,474,internal,CHoCH,False,True,False,True,True,3,604
DEMAND,42259.38,41751.47,491,487,internal,BOS,False,False,False,False,False,0,602
DEMAND,44453.48,44071.97,510,504,internal,BOS,False,False,False,False,False,0,574
SUPPLY,47700.22,46831.81,538,532,internal,CHoCH,False,True,False,False,False,1,4625
SUPPLY,47213.0,46081.93,551,546,internal,BOS,False,True,False,False,False,1,4618
SUPPLY,46890.71,45626.02,572,563,internal,BOS,False,True,False,False,True,2,4426
SUPPLY,43970.62,43260.76,586,584,internal,BOS,False,False,False,False,True,1,4223
DEMAND,42870.7,42107.14,598,587,internal,CHoCH,False,True,False,True,True,3,602
SUPPLY,43310.15,42659.64,599,598,internal,CHoCH,False,False,False,True,True,2,4222
DEMAND,40289.02,39254.63,615,611,internal,CHoCH,False,True,False,False,True,2,643
SUPPLY,40699.55,40185.45,641,635,internal,CHoCH,False,False,False,False,False,0,647
DEMAND,39847.24,38536.51,646,643,internal,CHoCH,True,True,False,True,True,4,685
DEMAND,41452.46,40820.0,662,658,internal,BOS,False,False,False,False,False,0,665
SUPPLY,42976.0,42085.65,665,663,internal,CHoCH,False,True,False,True,True,3,4222
SUPPLY,39980.0,39658.09,684,676,internal,BOS,False,False,False,False,False,0,688
DEMAND,39256.28,38200.0,688,685,internal,CHoCH,True,True,False,True,True,4,695
SUPPLY,40797.31,40229.41,693,692,internal,CHoCH,True,False,False,True,False,2,4213
SUPPLY,40372.63,39314.05,710,706,internal,BOS,False,True,False,True,False,2,4212
DEMAND,38077.1,37386.38,726,720,internal,CHoCH,False,True,False,True,False,2,747
SUPPLY,38908.56,38280.76,736,731,internal,CHoCH,False,False,False,False,False,0,740
DEMAND,38396.05,37517.8,740,736,internal,CHoCH,False,True,False,True,True,3,747
SUPPLY,39942.35,39614.54,747,743,internal,CHoCH,False,False,False,False,False,0,4211
SUPPLY,36436.2,35258.0,762,753,internal,BOS,False,True,False,False,True,2,4062
SUPPLY,32016.66,31240.0,784,776,internal,BOS,False,True,False,False,True,2,903
DEMAND,29300.0,28001.0,792,791,internal,CHoCH,True,True,False,False,False,2,972
DEMAND,29942.82,28630.0,806,802,internal,BOS,False,True,False,True,False,2,881
SUPPLY,30788.37,30271.21,825,818,internal,CHoCH,False,False,False,False,False,0,899
DEMAND,29411.07,28654.47,831,827,internal,CHoCH,False,False,False,True,True,2,881
SUPPLY,30777.33,30130.48,837,834,internal,CHoCH,True,False,False,True,False,2,899
DEMAND,29359.23,28730.0,853,838,internal,CHoCH,False,False,False,False,True,1,881
SUPPLY,30670.51,30101.07,856,853,internal,CHoCH,True,False,False,True,False,2,899
SUPPLY,30034.37,29430.54,872,868,internal,BOS,False,False,False,False,True,1,894
DEMAND,29067.01,28784.48,893,886,internal,CHoCH,False,False,False,False,False,0,968
SUPPLY,32399.0,31570.53,909,904,internal,CHoCH,False,True,False,True,True,3,3965
SUPPLY,30699.0,30359.54,921,918,internal,BOS,False,False,False,False,False,0,936
DEMAND,29988.88,29485.0,934,927,internal,CHoCH,False,False,False,False,False,0,963
SUPPLY,31765.64,31162.55,942,939,internal,CHoCH,True,False,False,True,True,3,3965
SUPPLY,30700.0,30251.89,963,956,internal,BOS,False,False,False,False,False,0,2809
SUPPLY,22979.96,21725.22,991,986,internal,BOS,False,True,False,False,True,2,1197
SUPPLY,21365.43,20847.49,1009,1004,internal,BOS,False,False,False,False,False,0,1029
DEMAND,18621.57,17960.41,1016,1015,internal,CHoCH,True,True,False,False,False,2,1874
SUPPLY,21723.0,20853.36,1032,1029,internal,CHoCH,False,True,False,True,False,2,1126
DEMAND,20239.87,19770.51,1042,1037,internal,CHoCH,False,False,False,True,False,1,1081
DEMAND,21372.89,20906.62,1058,1053,internal,BOS,False,False,False,False,True,1,1065
SUPPLY,21888.0,21197.12,1065,1059,internal,CHoCH,False,True,False,True,True,3,1128
DEMAND,19400.0,18781.0,1102,1099,internal,CHoCH,False,False,False,True,False,1,1494
DEMAND,20414.01,19761.25,1125,1116,internal,BOS,False,True,False,False,False,1,1153
SUPPLY,22130.0,21189.26,1143,1131,internal,CHoCH,False,True,False,False,True,2,1189
DEMAND,20128.39,18910.94,1163,1161,internal,CHoCH,False,True,False,True,True,3,1492
DEMAND,21080.0,20750.01,1189,1187,internal,BOS,True,False,False,False,True,2,1239
DEMAND,22850.0,22341.46,1214,1209,internal,BOS,False,False,False,True,False,1,1220
SUPPLY,23756.49,23227.81,1216,1215,internal,CHoCH,False,True,False,False,True,2,1252
SUPPLY,23014.64,22513.7,1230,1229,internal,BOS,False,True,False,True,False,2,1248
DEMAND,21196.58,20706.5,1245,1239,internal,CHoCH,False,True,False,True,True,3,1426
DEMAND,24222.0,23414.03,1263,1257,internal,BOS,False,True,False,False,True,2,1271
SUPPLY,24668.0,23916.97,1271,1263,internal,CHoCH,False,True,False,True,True,3,1344
SUPPLY,23647.68,23207.29,1294,1287,internal,BOS,False,False,False,True,True,2,1315
DEMAND,22980.0,22400.0,1298,1294,internal,CHoCH,False,True,False,True,True,3,1381
DEMAND,23051.92,22844.62,1314,1308,internal,BOS,False,False,False,False,False,0,1380
SUPPLY,24245.0,23892.57,1322,1317,internal,CHoCH,False,False,False,True,True,2,1332
DEMAND,23151.32,22664.69,1329,1326,internal,CHoCH,True,True,False,True,True,4,1381
DEMAND,24143.0,23583.0,1343,1340,internal,BOS,False,True,False,False,False,1,1371
SUPPLY,25047.56,24500.0,1354,1351,internal,CHoCH,False,True,False,True,False,2,2469
SUPPLY,24446.71,23759.3,1371,1369,internal,BOS,False,True,False,True,True,3,2466
SUPPLY,23600.0,23355.73,1380,1377,internal,BOS,False,False,False,False,False,0,2362
SUPPLY,21800.0,21277.73,1402,1397,internal,BOS,False,True,False,True,False,2,1523
DEMAND,21555.84,21145.0,1414,1410,internal,CHoCH,False,False,False,False,True,1,1425
SUPPLY,21819.88,21611.22,1424,1418,internal,CHoCH,False,False,False,False,False,0,1523
SUPPLY,20242.02,19800.0,1439,1431,internal,BOS,False,True,False,False,False,1,1443
DEMAND,20049.96,19520.0,1443,1439,internal,CHoCH,False,True,False,True,True,3,1492
SUPPLY,20576.25,20257.32,1449,1447,internal,CHoCH,True,False,False,True,True,3,1507
SUPPLY,20490.0,20188.0,1461,1453,internal,BOS,False,False,False,False,False,0,1507
DEMAND,19938.0,19565.66,1467,1462,internal,CHoCH,False,False,False,True,False,1,1492
DEMAND,19852.92,19583.1,1481,1478,internal,BOS,False,False,False,True,True,2,1492
SUPPLY,20180.0,19673.44,1492,1488,internal,CHoCH,False,True,False,True,True,3,1507
DEMAND,19464.06,18987.89,1506,1499,internal,CHoCH,False,True,False,False,True,2,1566
SUPPLY,22713.92,22182.09,1533,1532,internal,CHoCH,True,True,False,True,False,3,2312
DEMAND,19661.89,19320.01,1557,1552,internal,CHoCH,False,False,False,True,False,1,1566
SUPPLY,20189.0,19935.08,1564,1558,internal,CHoCH,False,False,False,True,False,1,1616
SUPPLY,19477.77,19084.17,1583,1581,internal,BOS,False,True,False,False,True,2,1614
DEMAND,18953.56,18629.2,1612,1607,internal,CHoCH,False,False,False,True,False,1,1870
SUPPLY,20385.86,19865.0,1620,1617,internal,CHoCH,True,True,False,True,True,4,1790
SUPPLY,19400.02,19240.08,1647,1641,internal,BOS,False,False,False,False,False,0,1654
DEMAND,19304.06,18920.35,1654,1649,internal,CHoCH,False,True,False,True,False,2,1712
SUPPLY,20456.6,20156.0,1677,1669,internal,CHoCH,False,False,False,False,False,0,1790
SUPPLY,19558.0,19373.49,1695,1688,internal,BOS,False,False,False,False,False,0,1716
SUPPLY,19238.31,19131.55,1712,1709,internal,BOS,False,False,False,False,False,0,1714
DEMAND,19038.9,18566.66,1714,1712,internal,CHoCH,False,True,False,True,True,3,1870
DEMAND,19131.0,18975.18,1732,1727,internal,BOS,False,False,False,True,False,1,1760
SUPPLY,19706.66,19524.37,1743,1741,internal,CHoCH,False,False,False,True,True,2,1785
DEMAND,19213.14,19070.11,1774,1773,internal,CHoCH,False,False,False,True,False,1,1870
DEMAND,19450.9,19157.0,1785,1779,internal,BOS,False,True,False,False,True,2,1870
SUPPLY,20997.13,20639.98,1799,1792,internal,CHoCH,False,True,False,False,True,2,1846
DEMAND,20248.64,20026.0,1806,1802,internal,CHoCH,False,False,False,True,False,1,1867
SUPPLY,21085.0,20650.21,1816,1808,internal,CHoCH,False,True,False,True,True,3,1846
SUPPLY,20570.07,20330.74,1834,1827,internal,BOS,False,True,False,False,True,2,1843
DEMAND,20339.86,20031.24,1843,1839,internal,CHoCH,False,True,False,True,True,3,1867
SUPPLY,21480.65,21080.65,1859,1848,internal,CHoCH,False,True,False,True,True,3,2308
SUPPLY,16996.35,16757.0,1899,1893,internal,BOS,False,False,False,False,False,0,2002
SUPPLY,17134.69,16730.0,1917,1911,internal,BOS,False,True,False,False,True,2,2003
DEMAND,16624.12,16410.74,1926,1921,internal,CHoCH,False,False,False,False,False,0,1943
SUPPLY,16822.41,16625.98,1940,1937,internal,CHoCH,False,False,False,False,False,0,1998
DEMAND,15894.74,15476.0,1956,1949,internal,CHoCH,False,True,False,True,True,3,8767
SUPPLY,16600.0,16522.23,1986,1981,internal,CHoCH,False,False,False,False,False,0,1998
DEMAND,16399.69,15995.27,1994,1990,internal,CHoCH,False,True,False,True,True,3,8767
DEMAND,16959.61,16858.74,2028,2021,internal,BOS,False,False,False,False,True,1,2041
SUPPLY,17424.25,17191.74,2032,2029,internal,CHoCH,False,False,False,True,True,2,2078
SUPPLY,17142.21,17018.94,2041,2040,internal,BOS,False,False,False,False,False,0,2050
DEMAND,16863.01,16733.49,2049,2048,internal,CHoCH,False,False,False,False,False,0,2099
SUPPLY,17270.99,17136.0,2069,2068,internal,CHoCH,False,False,False,True,False,1,2078
DEMAND,17087.67,16871.85,2075,2070,internal,CHoCH,False,False,False,True,True,2,2098
DEMAND,17840.0,17618.38,2085,2080,internal,BOS,False,False,False,False,True,1,2091
SUPPLY,18116.0,17815.75,2089,2085,internal,CHoCH,False,True,False,True,True,3,2256
SUPPLY,16863.26,16723.4,2116,2111,internal,BOS,False,False,False,True,False,1,2121
DEMAND,16702.83,16505.0,2121,2116,internal,CHoCH,True,True,False,True,True,4,2179
SUPPLY,16914.72,16723.0,2133,2127,internal,CHoCH,False,True,False,False,True,2,2159
SUPPLY,16869.99,16808.15,2151,2147,internal,BOS,False,False,False,False,False,0,2154
DEMAND,16857.96,16721.0,2154,2151,internal,CHoCH,False,False,False,True,True,2,2164
SUPPLY,16972.83,16839.0,2164,2160,internal,CHoCH,False,False,False,True,True,2,2235
SUPPLY,16664.41,16590.64,2179,2175,internal,BOS,False,False,False,False,True,1,2197
DEMAND,16574.97,16470.0,2195,2189,internal,CHoCH,False,False,False,False,False,0,8767
DEMAND,16688.2,16605.28,2208,2206,internal,BOS,False,False,False,False,True,1,8767
SUPPLY,16991.87,16787.85,2222,2212,internal,CHoCH,False,True,False,True,True,3,2235
DEMAND,16849.0,16679.0,2224,2223,internal,CHoCH,False,True,False,True,True,3,8767
DEMAND,16947.7,16908.0,2235,2229,internal,BOS,False,False,False,False,False,0,8767
DEMAND,17313.3,17128.0,2248,2243,internal,BOS,False,True,False,False,True,2,8767
DEMAND,20759.0,20573.13,2280,2276,internal,BOS,False,True,False,False,False,1,2597
SUPPLY,21413.15,21121.71,2296,2291,internal,CHoCH,False,True,False,False,True,2,2308
DEMAND,20938.67,20624.02,2307,2297,internal,CHoCH,False,True,False,False,True,2,2597
DEMAND,22794.33,22600.14,2328,2323,internal,BOS,False,False,False,False,False,0,2336
SUPPLY,23162.2,23006.98,2333,2329,internal,CHoCH,False,False,False,False,False,0,2350
DEMAND,22715.06,22300.0,2340,2334,internal,CHoCH,False,True,False,True,False,2,2428
DEMAND,23100.0,22760.64,2350,2347,internal,BOS,False,True,False,False,True,2,2424
DEMAND,23044.12,22878.46,2358,2355,internal,BOS,False,False,False,False,False,0,2368
SUPPLY,23910.6,23600.0,2366,2363,internal,CHoCH,True,True,False,False,False,2,2465
DEMAND,22840.69,22500.0,2380,2369,internal,CHoCH,False,True,False,True,False,2,2428
SUPPLY,24144.62,23725.76,2392,2386,internal,CHoCH,False,True,False,False,True,2,2465
SUPPLY,23587.78,23340.44,2403,2397,internal,BOS,False,False,False,False,False,0,2465
DEMAND,23032.13,22638.0,2417,2411,internal,CHoCH,False,True,False,False,True,2,2424
SUPPLY,23452.0,23225.19,2424,2418,internal,CHoCH,False,False,False,True,False,1,2465
DEMAND,21790.92,21451.0,2441,2435,internal,CHoCH,False,True,False,True,False,2,2596
SUPPLY,22090.0,21914.07,2450,2446,internal,CHoCH,False,False,False,True,False,1,2458
DEMAND,21678.0,21351.07,2457,2452,internal,CHoCH,False,True,False,True,True,3,2596
SUPPLY,25046.0,24656.44,2489,2487,internal,CHoCH,False,True,False,True,True,3,2625
SUPPLY,25121.23,24720.0,2502,2493,internal,BOS,False,True,False,False,True,2,2625
SUPPLY,24228.44,23608.0,2517,2511,internal,BOS,False,True,False,False,True,2,2620
DEMAND,23185.99,22722.0,2528,2525,internal,CHoCH,False,True,False,True,False,2,2556
DEMAND,23498.0,23020.03,2545,2544,internal,BOS,False,True,False,True,True,3,2556
SUPPLY,24000.0,23673.44,2556,2546,internal,CHoCH,False,True,False,True,False,2,2620
SUPPLY,22602.19,22357.08,2584,2577,internal,BOS,False,False,False,False,True,1,2619
DEMAND,19977.0,19549.09,2604,2600,internal,CHoCH,False,True,False,True,True,3,8767
DEMAND,20208.36,19765.03,2614,2606,internal,BOS,False,True,False,False,False,1,8767
DEMAND,24523.0,23896.95,2640,2632,internal,BOS,False,True,False,True,True,3,8767
DEMAND,27449.95,26810.0,2656,2651,internal,BOS,False,True,False,False,True,2,2674
DEMAND,27968.0,27303.1,2673,2665,internal,BOS,False,True,False,False,False,1,2674
SUPPLY,28736.0,28105.35,2674,2673,internal,CHoCH,True,True,False,True,True,4,2788
SUPPLY,28647.05,27772.22,2687,2680,internal,BOS,False,True,False,False,False,1,2719
DEMAND,27860.0,27000.0,2696,2687,internal,CHoCH,False,True,False,True,False,2,2703
SUPPLY,28194.4,27695.0,2703,2697,internal,CHoCH,False,True,False,True,True,3,2714
DEMAND,27155.38,26631.78,2710,2708,internal,CHoCH,False,True,False,False,True,2,2976
SUPPLY,28775.6,28442.79,2722,2719,internal,CHoCH,False,False,False,False,True,1,2788
SUPPLY,28577.0,28379.63,2739,2735,internal,BOS,False,False,False,False,False,0,2788
DEMAND,28093.56,27200.24,2754,2747,internal,CHoCH,False,True,False,True,True,3,2973
SUPPLY,28775.0,28099.68,2761,2754,internal,CHoCH,False,True,False,True,True,3,2788
DEMAND,28062.73,27766.94,2773,2767,internal,CHoCH,False,False,False,False,True,1,2854
DEMAND,27949.99,27800.0,2782,2780,internal,BOS,False,False,False,True,False,1,2854
SUPPLY,30550.0,30040.0,2800,2794,internal,CHoCH,False,True,False,True,True,3,2808
DEMAND,30486.0,29637.4,2808,2799,internal,CHoCH,False,True,False,False,True,2,2828
SUPPLY,30549.99,30259.69,2826,2824,internal,CHoCH,False,False,False,False,False,0,3231
DEMAND,29500.0,29096.78,2834,2832,internal,CHoCH,False,False,False,True,False,1,2843
SUPPLY,30485.0,30099.37,2840,2835,internal,CHoCH,False,False,False,True,True,2,3231
DEMAND,27579.8,26942.82,2879,2872,internal,CHoCH,False,True,False,True,True,3,2974
DEMAND,29309.05,29031.0,2907,2902,internal,BOS,False,False,False,False,False,0,2910
SUPPLY,29870.22,29211.28,2910,2908,internal,CHoCH,True,True,False,False,True,3,3220
DEMAND,28159.26,27666.95,2920,2915,internal,CHoCH,False,True,False,True,False,2,2956
DEMAND,28583.33,28113.69,2927,2925,internal,BOS,True,True,False,False,True,3,2953
SUPPLY,29820.0,29337.83,2943,2940,internal,CHoCH,True,True,False,True,False,3,3219
SUPPLY,29138.29,28744.08,2951,2946,internal,BOS,False,True,False,False,False,1,3219
DEMAND,27699.8,27262.0,2967,2957,internal,CHoCH,False,True,False,True,True,3,2973
SUPPLY,27982.23,27219.0,2976,2969,internal,CHoCH,False,True,False,False,False,1,3077
DEMAND,26500.0,25811.46,2994,2980,internal,CHoCH,False,True,False,True,True,3,3124
SUPPLY,27296.89,26852.11,3007,3000,internal,CHoCH,False,True,False,False,True,2,3010
DEMAND,26836.06,26544.71,3010,3009,internal,CHoCH,False,False,False,True,True,2,3051
SUPPLY,27500.0,27274.45,3016,3011,internal,CHoCH,False,False,False,True,False,1,3076
SUPPLY,27277.55,27063.09,3032,3030,internal,BOS,False,False,False,True,False,1,3042
DEMAND,26779.54,26538.21,3042,3036,internal,CHoCH,False,False,False,True,False,1,3051
SUPPLY,27495.83,27205.01,3048,3043,internal,CHoCH,False,False,False,True,True,2,3076
DEMAND,26394.37,25871.89,3063,3054,internal,CHoCH,False,True,False,True,True,3,3124
DEMAND,26777.77,26551.0,3071,3069,internal,BOS,False,False,False,False,False,0,3123
DEMAND,27737.99,27524.6,3086,3082,internal,BOS,False,False,False,False,True,1,3091
SUPPLY,28038.59,27712.19,3091,3086,internal,CHoCH,False,False,False,False,True,1,3215
SUPPLY,27455.02,27043.65,3120,3119,internal,BOS,False,True,False,True,True,3,3214
DEMAND,25858.42,25509.98,3130,3125,internal,CHoCH,False,True,False,False,False,1,3179
SUPPLY,26783.33,26452.86,3151,3147,internal,CHoCH,False,True,False,False,False,1,3209
SUPPLY,26098.0,25753.38,3179,3178,internal,BOS,True,True,False,False,True,3,3190
DEMAND,25050.0,24800.0,3190,3182,internal,CHoCH,True,False,False,True,True,3,8767
SUPPLY,26700.0,26255.85,3203,3203,internal,CHoCH,False,True,False,False,True,2,3209
DEMAND,26839.99,26246.0,3209,3193,internal,CHoCH,False,True,False,False,True,2,3567
DEMAND,30054.0,29800.0,3231,3228,internal,BOS,True,False,False,False,False,1,3382
SUPPLY,31046.01,30666.87,3250,3241,internal,CHoCH,False,True,False,False,False,1,3291
SUPPLY,30994.97,30383.0,3259,3255,internal,BOS,False,True,False,True,True,3,3291
DEMAND,30466.36,29858.8,3270,3262,internal,CHoCH,False,True,False,True,True,3,3382
SUPPLY,31282.0,30610.01,3273,3271,internal,CHoCH,True,True,False,True,True,4,3352
DEMAND,30628.0,30155.0,3288,3285,internal,CHoCH,False,True,False,True,False,2,3311
SUPPLY,31380.0,30800.8,3298,3292,internal,CHoCH,False,True,False,True,True,3,3352
SUPPLY,30857.89,30438.26,3311,3307,internal,BOS,False,True,False,False,True,2,3351
SUPPLY,30449.0,30116.0,3322,3316,internal,BOS,False,False,False,False,False,0,3334
DEMAND,30240.0,29950.0,3334,3330,internal,CHoCH,False,False,False,True,True,2,3376
SUPPLY,30983.25,30461.59,3346,3345,internal,CHoCH,False,True,False,False,True,2,3352
DEMAND,30538.44,30210.0,3352,3346,internal,CHoCH,False,False,False,True,True,2,3358
SUPPLY,31691.46,31000.0,3358,3353,internal,CHoCH,False,True,False,False,True,2,3965
SUPPLY,30390.9,30200.0,3366,3360,internal,BOS,False,False,False,False,False,0,3960
DEMAND,30335.0,30064.29,3369,3366,internal,CHoCH,False,False,False,False,False,0,3376
SUPPLY,30441.46,30273.08,3376,3369,internal,CHoCH,False,False,False,True,False,1,3960
DEMAND,30128.0,29761.96,3391,3387,internal,CHoCH,False,True,False,False,True,2,3394
SUPPLY,30417.46,30166.67,3394,3392,internal,CHoCH,False,False,False,True,True,2,3960
DEMAND,29839.75,29625.1,3412,3407,internal,CHoCH,False,False,False,True,False,1,3416
SUPPLY,30350.0,29897.63,3414,3412,internal,CHoCH,False,True,False,True,True,3,3960
SUPPLY,29690.0,29280.01,3436,3431,internal,BOS,False,True,False,True,True,3,3467
SUPPLY,29449.0,29278.38,3454,3453,internal,BOS,False,False,False,True,True,2,3467
DEMAND,29284.0,29033.24,3456,3455,internal,CHoCH,False,False,False,True,True,2,3462
SUPPLY,29530.0,29264.0,3462,3456,internal,CHoCH,False,False,False,True,True,2,3467
DEMAND,28980.0,28585.7,3467,3465,internal,CHoCH,True,True,False,True,True,4,3560
SUPPLY,29433.33,29078.43,3484,3477,internal,CHoCH,False,True,False,False,False,1,3506
DEMAND,29082.13,28978.64,3498,3489,internal,CHoCH,False,False,False,False,False,0,3501
SUPPLY,29229.62,29018.25,3501,3498,internal,CHoCH,False,False,False,True,False,1,3506
SUPPLY,29950.0,29535.38,3514,3508,internal,BOS,False,True,False,True,True,3,3952
SUPPLY,29481.35,29411.58,3536,3532,internal,BOS,False,False,False,False,False,0,3543
DEMAND,29429.95,29102.45,3543,3540,internal,CHoCH,False,True,False,True,True,3,3557
SUPPLY,29695.32,29257.0,3550,3544,internal,CHoCH,False,True,False,True,True,3,3944
SUPPLY,26258.42,26082.25,3592,3587,internal,BOS,False,False,False,False,False,0,3598
DEMAND,26054.73,25726.29,3597,3592,internal,CHoCH,False,True,False,True,True,3,3652
DEMAND,26030.55,25966.11,3621,3618,internal,BOS,False,False,False,False,False,0,3625
SUPPLY,26182.23,26052.8,3625,3621,internal,CHoCH,False,False,False,True,False,1,3633
DEMAND,26191.79,25918.0,3633,3628,internal,CHoCH,False,True,False,False,False,1,3651
SUPPLY,27587.51,27184.99,3645,3644,internal,CHoCH,True,True,False,False,False,2,3833
DEMAND,25937.91,25763.2,3664,3658,internal,CHoCH,False,False,False,False,False,0,3672
SUPPLY,26135.0,25927.94,3672,3665,internal,CHoCH,False,False,False,True,False,1,3689
SUPPLY,25915.49,25625.03,3681,3675,internal,BOS,False,True,False,False,True,2,3689
DEMAND,25834.52,25615.38,3689,3687,internal,CHoCH,True,False,False,False,True,2,3710
SUPPLY,26033.66,25771.3,3710,3707,internal,CHoCH,False,True,False,True,True,3,3716
DEMAND,25217.0,24901.0,3716,3713,internal,CHoCH,True,True,False,True,False,3,8767
DEMAND,25985.91,25764.17,3729,3720,internal,BOS,False,False,False,False,False,0,8767
SUPPLY,26860.49,26546.6,3735,3730,internal,CHoCH,False,True,False,True,False,2,3752
DEMAND,26750.0,26377.35,3752,3750,internal,CHoCH,True,True,False,True,True,4,3791
SUPPLY,27483.57,27069.9,3770,3760,internal,CHoCH,False,True,False,True,True,3,3833
SUPPLY,26738.54,26335.81,3790,3790,internal,BOS,False,True,False,True,True,3,3806
DEMAND,26306.39,26088.34,3806,3801,internal,CHoCH,False,False,False,False,True,1,8767
DEMAND,26313.79,26112.06,3813,3808,internal,BOS,False,False,False,False,False,0,8767
DEMAND,27149.05,26665.16,3830,3819,internal,BOS,False,True,False,False,True,2,8767
DEMAND,27469.65,27160.5,3851,3845,internal,BOS,False,True,False,True,False,2,3888
SUPPLY,28095.14,27943.9,3872,3870,internal,CHoCH,False,False,False,False,True,1,3922
SUPPLY,27750.03,27260.0,3888,3880,internal,BOS,False,True,False,False,True,2,3919
DEMAND,26804.99,26555.0,3906,3898,internal,CHoCH,False,False,False,False,False,0,8767
DEMAND,26883.57,26789.0,3916,3911,internal,BOS,False,False,False,False,False,0,8767
DEMAND,28418.0,28100.66,3939,3936,internal,BOS,False,True,False,True,False,2,8767
DEMAND,29592.71,29321.0,3951,3946,internal,BOS,False,True,False,False,False,1,8767
DEMAND,30051.79,29714.28,3960,3959,internal,BOS,True,True,False,False,False,2,8767
DEMAND,34204.78,33679.05,3975,3973,internal,BOS,True,True,False,False,False,2,8767
SUPPLY,34278.0,34023.74,3988,3983,internal,CHoCH,False,False,False,False,False,0,3999
DEMAND,34239.7,33907.79,4000,3993,internal,CHoCH,False,False,False,False,False,0,8767
DEMAND,34535.75,34025.0,4019,4010,internal,BOS,False,True,False,True,True,3,8767
SUPPLY,35984.99,35362.0,4028,4020,internal,CHoCH,True,True,False,True,True,4,4062
DEMAND,34626.12,34120.0,4037,4028,internal,CHoCH,False,True,False,True,False,2,8767
SUPPLY,35276.33,34827.01,4052,4046,internal,CHoCH,False,True,False,False,True,2,4054
DEMAND,34840.88,34523.06,4054,4053,internal,CHoCH,True,False,False,False,True,2,8767
DEMAND,35469.29,35100.0,4062,4059,internal,BOS,True,False,False,False,False,1,8767
